CustomerId,FirstName,LastName,Company,Address,City,State,Country,PostalCode,Phone,Fax,Email,SupportRepId,InvoiceID,total_price,track_quantity
22,Heather,Leacock,NULL,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",NULL,hleacock@gmail.com,4,91,1.98,2
22,Heather,Leacock,NULL,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",NULL,hleacock@gmail.com,4,114,3.96,4
22,Heather,Leacock,NULL,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",NULL,hleacock@gmail.com,4,136,5.94,6
22,Heather,Leacock,NULL,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",NULL,hleacock@gmail.com,4,188,0.99,1
22,Heather,Leacock,NULL,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",NULL,hleacock@gmail.com,4,309,3.98,2
22,Heather,Leacock,NULL,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",NULL,hleacock@gmail.com,4,320,13.86,14
22,Heather,Leacock,NULL,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",NULL,hleacock@gmail.com,4,375,8.91,9
23,John,Gordon,NULL,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",NULL,johngordon22@yahoo.com,4,5,13.86,14
23,John,Gordon,NULL,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",NULL,johngordon22@yahoo.com,4,60,8.91,9
23,John,Gordon,NULL,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",NULL,johngordon22@yahoo.com,4,189,1.98,2
23,John,Gordon,NULL,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",NULL,johngordon22@yahoo.com,4,212,3.96,4
23,John,Gordon,NULL,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",NULL,johngordon22@yahoo.com,4,234,5.94,6
23,John,Gordon,NULL,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",NULL,johngordon22@yahoo.com,4,286,0.99,1
23,John,Gordon,NULL,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",NULL,johngordon22@yahoo.com,4,407,1.98,2
24,Frank,Ralston,NULL,"162 E Superior Street",Chicago,IL,USA,60611,"+1 (312) 332-3232",NULL,fralston@gmail.com,3,92,1.98,2
24,Frank,Ralston,NULL,"162 E Superior Street",Chicago,IL,USA,60611,"+1 (312) 332-3232",NULL,fralston@gmail.com,3,103,15.86,14
24,Frank,Ralston,NULL,"162 E Superior Street",Chicago,IL,USA,60611,"+1 (312) 332-3232",NULL,fralston@gmail.com,3,158,8.91,9
24,Frank,Ralston,NULL,"162 E Superior Street",Chicago,IL,USA,60611,"+1 (312) 332-3232",NULL,fralston@gmail.com,3,287,1.98,2
24,Frank,Ralston,NULL,"162 E Superior Street",Chicago,IL,USA,60611,"+1 (312) 332-3232",NULL,fralston@gmail.com,3,310,7.96,4
24,Frank,Ralston,NULL,"162 E Superior Street",Chicago,IL,USA,60611,"+1 (312) 332-3232",NULL,fralston@gmail.com,3,332,5.94,6
24,Frank,Ralston,NULL,"162 E Superior Street",Chicago,IL,USA,60611,"+1 (312) 332-3232",NULL,fralston@gmail.com,3,384,0.99,1
25,Victor,Stevens,NULL,"319 N. Frances Street",Madison,WI,USA,53703,"+1 (608) 257-0597",NULL,vstevens@yahoo.com,5,17,5.94,6
25,Victor,Stevens,NULL,"319 N. Frances Street",Madison,WI,USA,53703,"+1 (608) 257-0597",NULL,vstevens@yahoo.com,5,69,0.99,1
25,Victor,Stevens,NULL,"319 N. Frances Street",Madison,WI,USA,53703,"+1 (608) 257-0597",NULL,vstevens@yahoo.com,5,190,1.98,2
25,Victor,Stevens,NULL,"319 N. Frances Street",Madison,WI,USA,53703,"+1 (608) 257-0597",NULL,vstevens@yahoo.com,5,201,18.86,14
25,Victor,Stevens,NULL,"319 N. Frances Street",Madison,WI,USA,53703,"+1 (608) 257-0597",NULL,vstevens@yahoo.com,5,256,8.91,9
25,Victor,Stevens,NULL,"319 N. Frances Street",Madison,WI,USA,53703,"+1 (608) 257-0597",NULL,vstevens@yahoo.com,5,385,1.98,2
25,Victor,Stevens,NULL,"319 N. Frances Street",Madison,WI,USA,53703,"+1 (608) 257-0597",NULL,vstevens@yahoo.com,5,408,3.96,4
26,Richard,Cunningham,NULL,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",NULL,ricunningham@hotmail.com,4,70,1.98,2
26,Richard,Cunningham,NULL,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",NULL,ricunningham@hotmail.com,4,93,3.96,4
26,Richard,Cunningham,NULL,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",NULL,ricunningham@hotmail.com,4,115,5.94,6
26,Richard,Cunningham,NULL,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",NULL,ricunningham@hotmail.com,4,167,0.99,1
26,Richard,Cunningham,NULL,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",NULL,ricunningham@hotmail.com,4,288,1.98,2
26,Richard,Cunningham,NULL,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",NULL,ricunningham@hotmail.com,4,299,23.86,14
26,Richard,Cunningham,NULL,"2211 W Berry Street","Fort Worth",TX,USA,76110,"+1 (817) 924-7272",NULL,ricunningham@hotmail.com,4,354,8.91,9
27,Patrick,Gray,NULL,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",NULL,patrick.gray@aol.com,4,39,8.91,9
27,Patrick,Gray,NULL,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",NULL,patrick.gray@aol.com,4,168,1.98,2
27,Patrick,Gray,NULL,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",NULL,patrick.gray@aol.com,4,191,3.96,4
27,Patrick,Gray,NULL,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",NULL,patrick.gray@aol.com,4,213,5.94,6
27,Patrick,Gray,NULL,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",NULL,patrick.gray@aol.com,4,265,0.99,1
27,Patrick,Gray,NULL,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",NULL,patrick.gray@aol.com,4,386,1.98,2
27,Patrick,Gray,NULL,"1033 N Park Ave",Tucson,AZ,USA,85719,"+1 (520) 622-4200",NULL,patrick.gray@aol.com,4,397,13.86,14
28,Julia,Barnett,NULL,"302 S 700 E","Salt Lake City",UT,USA,84102,"+1 (801) 531-7272",NULL,jubarnett@gmail.com,5,71,1.98,2
28,Julia,Barnett,NULL,"302 S 700 E","Salt Lake City",UT,USA,84102,"+1 (801) 531-7272",NULL,jubarnett@gmail.com,5,82,13.86,14
28,Julia,Barnett,NULL,"302 S 700 E","Salt Lake City",UT,USA,84102,"+1 (801) 531-7272",NULL,jubarnett@gmail.com,5,137,8.91,9
28,Julia,Barnett,NULL,"302 S 700 E","Salt Lake City",UT,USA,84102,"+1 (801) 531-7272",NULL,jubarnett@gmail.com,5,266,1.98,2
28,Julia,Barnett,NULL,"302 S 700 E","Salt Lake City",UT,USA,84102,"+1 (801) 531-7272",NULL,jubarnett@gmail.com,5,289,3.96,4
28,Julia,Barnett,NULL,"302 S 700 E","Salt Lake City",UT,USA,84102,"+1 (801) 531-7272",NULL,jubarnett@gmail.com,5,311,11.94,6
28,Julia,Barnett,NULL,"302 S 700 E","Salt Lake City",UT,USA,84102,"+1 (801) 531-7272",NULL,jubarnett@gmail.com,5,363,0.99,1
29,Robert,Brown,NULL,"796 Dundas Street West",Toronto,ON,Canada,"M6J 1V1","+1 (416) 363-8888",NULL,robbrown@shaw.ca,3,48,0.99,1
29,Robert,Brown,NULL,"796 Dundas Street West",Toronto,ON,Canada,"M6J 1V1","+1 (416) 363-8888",NULL,robbrown@shaw.ca,3,169,1.98,2
29,Robert,Brown,NULL,"796 Dundas Street West",Toronto,ON,Canada,"M6J 1V1","+1 (416) 363-8888",NULL,robbrown@shaw.ca,3,180,13.86,14
29,Robert,Brown,NULL,"796 Dundas Street West",Toronto,ON,Canada,"M6J 1V1","+1 (416) 363-8888",NULL,robbrown@shaw.ca,3,235,8.91,9
29,Robert,Brown,NULL,"796 Dundas Street West",Toronto,ON,Canada,"M6J 1V1","+1 (416) 363-8888",NULL,robbrown@shaw.ca,3,364,1.98,2
29,Robert,Brown,NULL,"796 Dundas Street West",Toronto,ON,Canada,"M6J 1V1","+1 (416) 363-8888",NULL,robbrown@shaw.ca,3,387,3.96,4
29,Robert,Brown,NULL,"796 Dundas Street West",Toronto,ON,Canada,"M6J 1V1","+1 (416) 363-8888",NULL,robbrown@shaw.ca,3,409,5.94,6
30,Edward,Francis,NULL,"230 Elgin Street",Ottawa,ON,Canada,"K2P 1L7","+1 (613) 234-3322",NULL,edfrancis@yachoo.ca,3,49,1.98,2
30,Edward,Francis,NULL,"230 Elgin Street",Ottawa,ON,Canada,"K2P 1L7","+1 (613) 234-3322",NULL,edfrancis@yachoo.ca,3,72,3.96,4
30,Edward,Francis,NULL,"230 Elgin Street",Ottawa,ON,Canada,"K2P 1L7","+1 (613) 234-3322",NULL,edfrancis@yachoo.ca,3,94,5.94,6
30,Edward,Francis,NULL,"230 Elgin Street",Ottawa,ON,Canada,"K2P 1L7","+1 (613) 234-3322",NULL,edfrancis@yachoo.ca,3,146,0.99,1
30,Edward,Francis,NULL,"230 Elgin Street",Ottawa,ON,Canada,"K2P 1L7","+1 (613) 234-3322",NULL,edfrancis@yachoo.ca,3,267,1.98,2
30,Edward,Francis,NULL,"230 Elgin Street",Ottawa,ON,Canada,"K2P 1L7","+1 (613) 234-3322",NULL,edfrancis@yachoo.ca,3,278,13.86,14
30,Edward,Francis,NULL,"230 Elgin Street",Ottawa,ON,Canada,"K2P 1L7","+1 (613) 234-3322",NULL,edfrancis@yachoo.ca,3,333,8.91,9
31,Martha,Silk,NULL,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",NULL,marthasilk@gmail.com,5,18,8.91,9
31,Martha,Silk,NULL,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",NULL,marthasilk@gmail.com,5,147,1.98,2
31,Martha,Silk,NULL,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",NULL,marthasilk@gmail.com,5,170,3.96,4
31,Martha,Silk,NULL,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",NULL,marthasilk@gmail.com,5,192,5.94,6
31,Martha,Silk,NULL,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",NULL,marthasilk@gmail.com,5,244,0.99,1
31,Martha,Silk,NULL,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",NULL,marthasilk@gmail.com,5,365,1.98,2
31,Martha,Silk,NULL,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",NULL,marthasilk@gmail.com,5,376,13.86,14
32,Aaron,Mitchell,NULL,"696 Osborne Street",Winnipeg,MB,Canada,"R3L 2B9","+1 (204) 452-6452",NULL,aaronmitchell@yahoo.ca,4,50,1.98,2
32,Aaron,Mitchell,NULL,"696 Osborne Street",Winnipeg,MB,Canada,"R3L 2B9","+1 (204) 452-6452",NULL,aaronmitchell@yahoo.ca,4,61,13.86,14
32,Aaron,Mitchell,NULL,"696 Osborne Street",Winnipeg,MB,Canada,"R3L 2B9","+1 (204) 452-6452",NULL,aaronmitchell@yahoo.ca,4,116,8.91,9
32,Aaron,Mitchell,NULL,"696 Osborne Street",Winnipeg,MB,Canada,"R3L 2B9","+1 (204) 452-6452",NULL,aaronmitchell@yahoo.ca,4,245,1.98,2
32,Aaron,Mitchell,NULL,"696 Osborne Street",Winnipeg,MB,Canada,"R3L 2B9","+1 (204) 452-6452",NULL,aaronmitchell@yahoo.ca,4,268,3.96,4
32,Aaron,Mitchell,NULL,"696 Osborne Street",Winnipeg,MB,Canada,"R3L 2B9","+1 (204) 452-6452",NULL,aaronmitchell@yahoo.ca,4,290,5.94,6
32,Aaron,Mitchell,NULL,"696 Osborne Street",Winnipeg,MB,Canada,"R3L 2B9","+1 (204) 452-6452",NULL,aaronmitchell@yahoo.ca,4,342,0.99,1
33,Ellie,Sullivan,NULL,"5112 48 Street",Yellowknife,NT,Canada,"X1A 1N6","+1 (867) 920-2233",NULL,ellie.sullivan@shaw.ca,3,27,0.99,1
33,Ellie,Sullivan,NULL,"5112 48 Street",Yellowknife,NT,Canada,"X1A 1N6","+1 (867) 920-2233",NULL,ellie.sullivan@shaw.ca,3,148,1.98,2
33,Ellie,Sullivan,NULL,"5112 48 Street",Yellowknife,NT,Canada,"X1A 1N6","+1 (867) 920-2233",NULL,ellie.sullivan@shaw.ca,3,159,13.86,14
33,Ellie,Sullivan,NULL,"5112 48 Street",Yellowknife,NT,Canada,"X1A 1N6","+1 (867) 920-2233",NULL,ellie.sullivan@shaw.ca,3,214,8.91,9
33,Ellie,Sullivan,NULL,"5112 48 Street",Yellowknife,NT,Canada,"X1A 1N6","+1 (867) 920-2233",NULL,ellie.sullivan@shaw.ca,3,343,1.98,2
33,Ellie,Sullivan,NULL,"5112 48 Street",Yellowknife,NT,Canada,"X1A 1N6","+1 (867) 920-2233",NULL,ellie.sullivan@shaw.ca,3,366,3.96,4
33,Ellie,Sullivan,NULL,"5112 48 Street",Yellowknife,NT,Canada,"X1A 1N6","+1 (867) 920-2233",NULL,ellie.sullivan@shaw.ca,3,388,5.94,6
34,João,Fernandes,NULL,"Rua da Assunção 53",Lisbon,NULL,Portugal,NULL,"+351 (213) 466-111",NULL,jfernandes@yahoo.pt,4,28,1.98,2
34,João,Fernandes,NULL,"Rua da Assunção 53",Lisbon,NULL,Portugal,NULL,"+351 (213) 466-111",NULL,jfernandes@yahoo.pt,4,51,3.96,4
34,João,Fernandes,NULL,"Rua da Assunção 53",Lisbon,NULL,Portugal,NULL,"+351 (213) 466-111",NULL,jfernandes@yahoo.pt,4,73,5.94,6
34,João,Fernandes,NULL,"Rua da Assunção 53",Lisbon,NULL,Portugal,NULL,"+351 (213) 466-111",NULL,jfernandes@yahoo.pt,4,125,0.99,1
34,João,Fernandes,NULL,"Rua da Assunção 53",Lisbon,NULL,Portugal,NULL,"+351 (213) 466-111",NULL,jfernandes@yahoo.pt,4,246,1.98,2
34,João,Fernandes,NULL,"Rua da Assunção 53",Lisbon,NULL,Portugal,NULL,"+351 (213) 466-111",NULL,jfernandes@yahoo.pt,4,257,13.86,14
34,João,Fernandes,NULL,"Rua da Assunção 53",Lisbon,NULL,Portugal,NULL,"+351 (213) 466-111",NULL,jfernandes@yahoo.pt,4,312,10.91,9
35,Madalena,Sampaio,NULL,"Rua dos Campeões Europeus de Viena, 4350",Porto,NULL,Portugal,NULL,"+351 (225) 022-448",NULL,masampaio@sapo.pt,4,126,1.98,2
35,Madalena,Sampaio,NULL,"Rua dos Campeões Europeus de Viena, 4350",Porto,NULL,Portugal,NULL,"+351 (225) 022-448",NULL,masampaio@sapo.pt,4,149,3.96,4
35,Madalena,Sampaio,NULL,"Rua dos Campeões Europeus de Viena, 4350",Porto,NULL,Portugal,NULL,"+351 (225) 022-448",NULL,masampaio@sapo.pt,4,171,5.94,6
35,Madalena,Sampaio,NULL,"Rua dos Campeões Europeus de Viena, 4350",Porto,NULL,Portugal,NULL,"+351 (225) 022-448",NULL,masampaio@sapo.pt,4,223,0.99,1
35,Madalena,Sampaio,NULL,"Rua dos Campeões Europeus de Viena, 4350",Porto,NULL,Portugal,NULL,"+351 (225) 022-448",NULL,masampaio@sapo.pt,4,344,1.98,2
35,Madalena,Sampaio,NULL,"Rua dos Campeões Europeus de Viena, 4350",Porto,NULL,Portugal,NULL,"+351 (225) 022-448",NULL,masampaio@sapo.pt,4,355,13.86,14
35,Madalena,Sampaio,NULL,"Rua dos Campeões Europeus de Viena, 4350",Porto,NULL,Portugal,NULL,"+351 (225) 022-448",NULL,masampaio@sapo.pt,4,410,8.91,9
36,Hannah,Schneider,NULL,"Tauentzienstraße 8",Berlin,NULL,Germany,10789,"+49 030 26550280",NULL,hannah.schneider@yahoo.de,5,29,1.98,2
36,Hannah,Schneider,NULL,"Tauentzienstraße 8",Berlin,NULL,Germany,10789,"+49 030 26550280",NULL,hannah.schneider@yahoo.de,5,40,13.86,14
36,Hannah,Schneider,NULL,"Tauentzienstraße 8",Berlin,NULL,Germany,10789,"+49 030 26550280",NULL,hannah.schneider@yahoo.de,5,95,8.91,9
36,Hannah,Schneider,NULL,"Tauentzienstraße 8",Berlin,NULL,Germany,10789,"+49 030 26550280",NULL,hannah.schneider@yahoo.de,5,224,1.98,2
36,Hannah,Schneider,NULL,"Tauentzienstraße 8",Berlin,NULL,Germany,10789,"+49 030 26550280",NULL,hannah.schneider@yahoo.de,5,247,3.96,4
36,Hannah,Schneider,NULL,"Tauentzienstraße 8",Berlin,NULL,Germany,10789,"+49 030 26550280",NULL,hannah.schneider@yahoo.de,5,269,5.94,6
36,Hannah,Schneider,NULL,"Tauentzienstraße 8",Berlin,NULL,Germany,10789,"+49 030 26550280",NULL,hannah.schneider@yahoo.de,5,321,0.99,1
37,Fynn,Zimmermann,NULL,"Berger Straße 10",Frankfurt,NULL,Germany,60316,"+49 069 40598889",NULL,fzimmermann@yahoo.de,3,6,0.99,1
37,Fynn,Zimmermann,NULL,"Berger Straße 10",Frankfurt,NULL,Germany,60316,"+49 069 40598889",NULL,fzimmermann@yahoo.de,3,127,1.98,2
37,Fynn,Zimmermann,NULL,"Berger Straße 10",Frankfurt,NULL,Germany,60316,"+49 069 40598889",NULL,fzimmermann@yahoo.de,3,138,13.86,14
37,Fynn,Zimmermann,NULL,"Berger Straße 10",Frankfurt,NULL,Germany,60316,"+49 069 40598889",NULL,fzimmermann@yahoo.de,3,193,14.91,9
37,Fynn,Zimmermann,NULL,"Berger Straße 10",Frankfurt,NULL,Germany,60316,"+49 069 40598889",NULL,fzimmermann@yahoo.de,3,322,1.98,2
37,Fynn,Zimmermann,NULL,"Berger Straße 10",Frankfurt,NULL,Germany,60316,"+49 069 40598889",NULL,fzimmermann@yahoo.de,3,345,3.96,4
37,Fynn,Zimmermann,NULL,"Berger Straße 10",Frankfurt,NULL,Germany,60316,"+49 069 40598889",NULL,fzimmermann@yahoo.de,3,367,5.94,6
38,Niklas,Schröder,NULL,"Barbarossastraße 19",Berlin,NULL,Germany,10779,"+49 030 2141444",NULL,nschroder@surfeu.de,3,7,1.98,2
38,Niklas,Schröder,NULL,"Barbarossastraße 19",Berlin,NULL,Germany,10779,"+49 030 2141444",NULL,nschroder@surfeu.de,3,30,3.96,4
38,Niklas,Schröder,NULL,"Barbarossastraße 19",Berlin,NULL,Germany,10779,"+49 030 2141444",NULL,nschroder@surfeu.de,3,52,5.94,6
38,Niklas,Schröder,NULL,"Barbarossastraße 19",Berlin,NULL,Germany,10779,"+49 030 2141444",NULL,nschroder@surfeu.de,3,104,0.99,1
38,Niklas,Schröder,NULL,"Barbarossastraße 19",Berlin,NULL,Germany,10779,"+49 030 2141444",NULL,nschroder@surfeu.de,3,225,1.98,2
38,Niklas,Schröder,NULL,"Barbarossastraße 19",Berlin,NULL,Germany,10779,"+49 030 2141444",NULL,nschroder@surfeu.de,3,236,13.86,14
38,Niklas,Schröder,NULL,"Barbarossastraße 19",Berlin,NULL,Germany,10779,"+49 030 2141444",NULL,nschroder@surfeu.de,3,291,8.91,9
39,Camille,Bernard,NULL,"4, Rue Milton",Paris,NULL,France,75009,"+33 01 49 70 65 65",NULL,camille.bernard@yahoo.fr,4,105,1.98,2
39,Camille,Bernard,NULL,"4, Rue Milton",Paris,NULL,France,75009,"+33 01 49 70 65 65",NULL,camille.bernard@yahoo.fr,4,128,3.96,4
39,Camille,Bernard,NULL,"4, Rue Milton",Paris,NULL,France,75009,"+33 01 49 70 65 65",NULL,camille.bernard@yahoo.fr,4,150,5.94,6
39,Camille,Bernard,NULL,"4, Rue Milton",Paris,NULL,France,75009,"+33 01 49 70 65 65",NULL,camille.bernard@yahoo.fr,4,202,1.99,1
39,Camille,Bernard,NULL,"4, Rue Milton",Paris,NULL,France,75009,"+33 01 49 70 65 65",NULL,camille.bernard@yahoo.fr,4,323,1.98,2
39,Camille,Bernard,NULL,"4, Rue Milton",Paris,NULL,France,75009,"+33 01 49 70 65 65",NULL,camille.bernard@yahoo.fr,4,334,13.86,14
39,Camille,Bernard,NULL,"4, Rue Milton",Paris,NULL,France,75009,"+33 01 49 70 65 65",NULL,camille.bernard@yahoo.fr,4,389,8.91,9
40,Dominique,Lefebvre,NULL,"8, Rue Hanovre",Paris,NULL,France,75002,"+33 01 47 42 71 71",NULL,dominiquelefebvre@gmail.com,4,8,1.98,2
40,Dominique,Lefebvre,NULL,"8, Rue Hanovre",Paris,NULL,France,75002,"+33 01 47 42 71 71",NULL,dominiquelefebvre@gmail.com,4,19,13.86,14
40,Dominique,Lefebvre,NULL,"8, Rue Hanovre",Paris,NULL,France,75002,"+33 01 47 42 71 71",NULL,dominiquelefebvre@gmail.com,4,74,8.91,9
40,Dominique,Lefebvre,NULL,"8, Rue Hanovre",Paris,NULL,France,75002,"+33 01 47 42 71 71",NULL,dominiquelefebvre@gmail.com,4,203,2.98,2
40,Dominique,Lefebvre,NULL,"8, Rue Hanovre",Paris,NULL,France,75002,"+33 01 47 42 71 71",NULL,dominiquelefebvre@gmail.com,4,226,3.96,4
40,Dominique,Lefebvre,NULL,"8, Rue Hanovre",Paris,NULL,France,75002,"+33 01 47 42 71 71",NULL,dominiquelefebvre@gmail.com,4,248,5.94,6
40,Dominique,Lefebvre,NULL,"8, Rue Hanovre",Paris,NULL,France,75002,"+33 01 47 42 71 71",NULL,dominiquelefebvre@gmail.com,4,300,0.99,1
41,Marc,Dubois,NULL,"11, Place Bellecour",Lyon,NULL,France,69002,"+33 04 78 30 30 30",NULL,marc.dubois@hotmail.com,5,106,1.98,2
41,Marc,Dubois,NULL,"11, Place Bellecour",Lyon,NULL,France,69002,"+33 04 78 30 30 30",NULL,marc.dubois@hotmail.com,5,117,13.86,14
41,Marc,Dubois,NULL,"11, Place Bellecour",Lyon,NULL,France,69002,"+33 04 78 30 30 30",NULL,marc.dubois@hotmail.com,5,172,8.91,9
41,Marc,Dubois,NULL,"11, Place Bellecour",Lyon,NULL,France,69002,"+33 04 78 30 30 30",NULL,marc.dubois@hotmail.com,5,301,1.98,2
41,Marc,Dubois,NULL,"11, Place Bellecour",Lyon,NULL,France,69002,"+33 04 78 30 30 30",NULL,marc.dubois@hotmail.com,5,324,3.96,4
41,Marc,Dubois,NULL,"11, Place Bellecour",Lyon,NULL,France,69002,"+33 04 78 30 30 30",NULL,marc.dubois@hotmail.com,5,346,5.94,6
41,Marc,Dubois,NULL,"11, Place Bellecour",Lyon,NULL,France,69002,"+33 04 78 30 30 30",NULL,marc.dubois@hotmail.com,5,398,0.99,1
42,Wyatt,Girard,NULL,"9, Place Louis Barthou",Bordeaux,NULL,France,33000,"+33 05 56 96 96 96",NULL,wyatt.girard@yahoo.fr,3,9,3.96,4
42,Wyatt,Girard,NULL,"9, Place Louis Barthou",Bordeaux,NULL,France,33000,"+33 05 56 96 96 96",NULL,wyatt.girard@yahoo.fr,3,31,5.94,6
42,Wyatt,Girard,NULL,"9, Place Louis Barthou",Bordeaux,NULL,France,33000,"+33 05 56 96 96 96",NULL,wyatt.girard@yahoo.fr,3,83,0.99,1
42,Wyatt,Girard,NULL,"9, Place Louis Barthou",Bordeaux,NULL,France,33000,"+33 05 56 96 96 96",NULL,wyatt.girard@yahoo.fr,3,204,3.98,2
42,Wyatt,Girard,NULL,"9, Place Louis Barthou",Bordeaux,NULL,France,33000,"+33 05 56 96 96 96",NULL,wyatt.girard@yahoo.fr,3,215,13.86,14
42,Wyatt,Girard,NULL,"9, Place Louis Barthou",Bordeaux,NULL,France,33000,"+33 05 56 96 96 96",NULL,wyatt.girard@yahoo.fr,3,270,8.91,9
42,Wyatt,Girard,NULL,"9, Place Louis Barthou",Bordeaux,NULL,France,33000,"+33 05 56 96 96 96",NULL,wyatt.girard@yahoo.fr,3,399,1.98,2
43,Isabelle,Mercier,NULL,"68, Rue Jouvence",Dijon,NULL,France,21000,"+33 03 80 73 66 99",NULL,isabelle_mercier@apple.fr,3,84,1.98,2
43,Isabelle,Mercier,NULL,"68, Rue Jouvence",Dijon,NULL,France,21000,"+33 03 80 73 66 99",NULL,isabelle_mercier@apple.fr,3,107,3.96,4
43,Isabelle,Mercier,NULL,"68, Rue Jouvence",Dijon,NULL,France,21000,"+33 03 80 73 66 99",NULL,isabelle_mercier@apple.fr,3,129,5.94,6
43,Isabelle,Mercier,NULL,"68, Rue Jouvence",Dijon,NULL,France,21000,"+33 03 80 73 66 99",NULL,isabelle_mercier@apple.fr,3,181,0.99,1
43,Isabelle,Mercier,NULL,"68, Rue Jouvence",Dijon,NULL,France,21000,"+33 03 80 73 66 99",NULL,isabelle_mercier@apple.fr,3,302,1.98,2
43,Isabelle,Mercier,NULL,"68, Rue Jouvence",Dijon,NULL,France,21000,"+33 03 80 73 66 99",NULL,isabelle_mercier@apple.fr,3,313,16.86,14
43,Isabelle,Mercier,NULL,"68, Rue Jouvence",Dijon,NULL,France,21000,"+33 03 80 73 66 99",NULL,isabelle_mercier@apple.fr,3,368,8.91,9
44,Terhi,Hämäläinen,NULL,"Porthaninkatu 9",Helsinki,NULL,Finland,00530,"+358 09 870 2000",NULL,terhi.hamalainen@apple.fi,3,53,8.91,9
44,Terhi,Hämäläinen,NULL,"Porthaninkatu 9",Helsinki,NULL,Finland,00530,"+358 09 870 2000",NULL,terhi.hamalainen@apple.fi,3,182,1.98,2
44,Terhi,Hämäläinen,NULL,"Porthaninkatu 9",Helsinki,NULL,Finland,00530,"+358 09 870 2000",NULL,terhi.hamalainen@apple.fi,3,205,7.96,4
44,Terhi,Hämäläinen,NULL,"Porthaninkatu 9",Helsinki,NULL,Finland,00530,"+358 09 870 2000",NULL,terhi.hamalainen@apple.fi,3,227,5.94,6
44,Terhi,Hämäläinen,NULL,"Porthaninkatu 9",Helsinki,NULL,Finland,00530,"+358 09 870 2000",NULL,terhi.hamalainen@apple.fi,3,279,0.99,1
44,Terhi,Hämäläinen,NULL,"Porthaninkatu 9",Helsinki,NULL,Finland,00530,"+358 09 870 2000",NULL,terhi.hamalainen@apple.fi,3,400,1.98,2
44,Terhi,Hämäläinen,NULL,"Porthaninkatu 9",Helsinki,NULL,Finland,00530,"+358 09 870 2000",NULL,terhi.hamalainen@apple.fi,3,411,13.86,14
45,Ladislav,Kovács,NULL,"Erzsébet krt. 58.",Budapest,NULL,Hungary,H-1073,NULL,NULL,ladislav_kovacs@apple.hu,3,85,1.98,2
45,Ladislav,Kovács,NULL,"Erzsébet krt. 58.",Budapest,NULL,Hungary,H-1073,NULL,NULL,ladislav_kovacs@apple.hu,3,96,21.86,14
45,Ladislav,Kovács,NULL,"Erzsébet krt. 58.",Budapest,NULL,Hungary,H-1073,NULL,NULL,ladislav_kovacs@apple.hu,3,151,8.91,9
45,Ladislav,Kovács,NULL,"Erzsébet krt. 58.",Budapest,NULL,Hungary,H-1073,NULL,NULL,ladislav_kovacs@apple.hu,3,280,1.98,2
